0,1.68604,3.57921,4.56974,4.25224,3.73951,2.56003,0,0,0,0,0,3.75252,0,2.68883,2.33606,2.28989,2.71969,2.0509,1.94201,2.44279,2.69627,1.74299,0,0,0,0,0,1.65095,0,2.67782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71433,0,0,0,1.6156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08414,0,0,0,0,0,0,0,0,0,0,0,0,1.06523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07756,2.8884,3.2652,3.38369,2.69793,2.28541,2.73328,0,0,0,2.7969,2.22703,0,0,1.83506,0,0,0,0,0,2.69735,0,2.57822,0,1.98363,2.02762,2.07127,1.89708,0,0,0,2.7155,0,0.754921,0,0,0,0,0,0,0,0,0,0,0,2.71825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520587,0.6072,0,0,3.54578,0,3.06563,3.19684,3.28847,2.72115,0,0,0,0,0,0,3.23309,2.73223,3.15311,2.50447,2.43366,2.15856,2.07737,0,0,2.07164,0,0,0,0,0,0,2.36223,2.24461,2.8301,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12079,2.1686,0,1.97955,0,2.31604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26647,2.14249,2.59314,0,0,0,0,0,1.93366,1.9592,0,0,2.28368,0,2.10857,2.25075,2.3138,2.1807,0,2.27493,0,0,0,3.21335,2.29667,0,2.11793,2.27145,0,0,0,0,2.03689,2.62658,0,0,0,0,0,2.01842,0,0,0,0,2.04909,0,0,0,2.18507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24814,0,0,0,0,0,0,0,0,1.97236,0,2.62801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.68604,0,0,1.50288,1.63515,1.9619,1.3563,0,0,0,0,0,1.9318,0,0,1.61384,1.88423,2.53067,2.01634,0,0,0,2.83824,0.772322,0,0,0,1.10266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352183,0,0,0,0.557641,0.705357,0.724632,0,0,0,0,0,1.26166,0,0,0,0,0,0,1.32222,1.27535,1.25989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43563,0,0,0,1.24469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72181,1.19682,1.62325,0,0,1.89726,1.61944,1.75077,0,2.06546,2.51579,2.34387,2.70295,2.43233,2.74922,3.03289,1.29078,2.72659,2.72779,0,2.79525,0,0,2.00446,0,0,0,2.53853,2.57496,1.56624,0,0,0,2.39904,3.01188,0,0,0,0,0,0,0.425969,0.425969,0,2.1935,0,0,0,1.1707,1.9196,1.03428,0.78064,1.59218,1.8766,1.84219,1.57596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.57921,0,0,3.47639,3.05907,2.56957,1.76641,0,0,0,0,0,3.11059,0,2.75271,2.45606,2.49615,2.08943,2.31119,1.76626,2.03636,1.96063,1.57557,0,0,0.952452,0.791353,0,1.44509,0,2.90079,0,0,0,0,0.60206,0.520156,0,0.552842,0,0,0,0.920819,0.94776,1.25025,1.68693,0,0,0,1.61455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38142,0.917914,0,0,0.787491,0,0,0,0,0,0,0,0,0,0,0,0,1.22551,0,0,0,0,0,0,0,0,0,0,0,1.09884,0.932248,0.553755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1486,0,0,1.78888,0,2.13044,0,0,0,3.16957,2.29085,0,0,2.05064,0,0,0,0,0,3.00366,0,1.72673,0,1.84219,1.69723,2.31931,1.88002,0,0,0,2.01396,0,0.342423,0,0,0,0,0,0,0,0,0,0,0,1.87274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08328,0,2.72411,2.7635,2.87338,2.2403,0,0,0,0,0,0,2.82633,2.45864,2.81059,2.14187,2.10014,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.918,0,0,0,0,0,0,0,0,0,2.25455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.56974,0,3.47639,0,4.20148,3.78523,2.5748,0,0,0,0,0,3.63839,0,2.41408,2.12861,2.03463,2.59791,1.93399,1.94035,2.38154,2.68395,1.60638,0,0,0,0,0,1.41106,0,2.50497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45281,0,0,0,1.38857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68124,3.07962,3.2098,2.48335,0,2.52383,0,0,0,2.64299,2.01773,0,0,1.62497,0,0,0,0,0,2.47861,0,2.51609,0,1.86114,1.81976,1.94874,1.7808,0,0,0,2.61979,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433656,0.517739,0,0,3.24424,0,2.78599,2.93396,3.03135,2.42938,0,0,0,0,0,0,2.95481,2.47813,2.85717,2.16515,2.14229,0,0,0,0,0,0,0,0,0,0,0,2.05716,1.93146,2.55682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97467,0,2.30471,0,0,0,0,0,0,0,0,0,1.94333,0,0,0,1.98,0,0,1.95004,0,0,0,2.94973,1.99855,0,0,1.94629,0,0,0,0,0,2.31646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95215,0,0,0,0,0,0,0,0,0,0,2.33859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.25224,0,3.05907,4.20148,0,4.0242,2.77303,0,0,0,0,0,3.57555,0,2.34648,2.29696,2.08754,2.6886,2.26007,2.35141,2.81757,3.01799,1.79957,0,0,0,0,0,0,0,2.42084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45332,0,0,0,1.39562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66417,2.98646,3.13433,2.39205,0,2.57011,0,0,0,2.43345,2.0764,0,0,1.65095,0,0,0,0,0,2.45306,0,2.61658,0,2.2188,1.9584,2.33021,2.02476,0,0,0,2.64686,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21617,0,2.77198,2.88007,2.98387,2.38196,0,0,0,0,0,0,2.91589,2.47823,2.84971,2.18165,2.15584,0,0,0,0,0,0,0,0,0,0,0,2.02476,1.92324,2.57546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25736,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94366,0,0,0,0,0,0,2.953,1.97528,0,0,1.93702,0,0,0,0,0,2.30233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.73951,1.9619,2.56957,3.78523,4.0242,0,3.39568,0,0,0,0,0,3.57421,0,2.23359,2.69308,2.29703,3.18863,2.9722,3.16456,3.46193,3.51713,2.40523,0,0,0,0,0,0,0,2.03729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904896,0,0,0,0,0,0,0,0,0,0,0,0,1.17506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8458,2.7072,3.061,3.25916,2.53046,0,2.89452,0,0,0,2.1098,2.43616,0,0,2.01058,0,0,0,0,0,2.51552,0,3.13424,0,2.92699,2.21237,3.18415,2.79477,0,0,0,3.13551,0,0,0,0,0,0,0,0,2.75379,0,0,0,0,2.52561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352183,0.430125,0,0,2.902,0,2.43324,2.51331,2.62904,2.05551,0,0,0,0,0,0,2.60144,2.19994,2.57673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57638,0,0,0,0,0,0,0,0,0,1.98137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.56003,1.3563,1.76641,2.5748,2.77303,3.39568,0,0,0,0,0,0,2.50288,0,1.37961,1.90018,1.84901,2.95405,2.08731,1.72808,2.23393,2.72346,1.61349,0,0,0,0,0,0,0,1.27875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778151,0,0,0,0.912045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556303,0,0,0,0,0,0,0,0,0,0,0,0,1.00575,0.862973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89744,1.75587,2.21854,2.65893,1.75849,1.22358,2.25487,0,0,1.30436,1.39211,1.98826,0,0,1.53275,0,0,0,0,0,1.84942,0,2.82188,0,1.84819,1.49136,2.19516,1.90327,0,0,0,3.07032,0,0.367977,0,0,0,0,0,0,2.04007,0,0,0,0,1.57054,0,0,0,0,0,0,0,0,1.7422,0,0,0,0,0,0,0,0,1.37718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3.89529,3.13467,2.38027,3.24419,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60874,0,0,0,0,0,0,0,0,0,0,2.57,2.31485,0,3.65483,2.487,0,2.9733,2.93327,0,0,2.8873,0,0,0,3.82199,3.5202,3.76731,3.58119,3.78659,3.31588,0,0,0,1.78343,0,0,0,0,0,0,2.81556,2.18365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08217,2.4996,1.79379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39417,0,0,0,0,0,0,0,0,0,2.53508,0,0,0,0,0,3.61282,3.89468,4.15685,0,0,3.27316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16576,2.9949,3.21647,2.24633,2.86684,0,3.36479,0,0,0,0,0,0,0,0,0,0,0,2.31422,2.21378,0,0,0,0,2.35867,0,0,0,3.02076,2.95772,2.82432,2.71079,3.56367,2.46509,2.36754,3.03522,2.98905,2.4058,0,2.04087,0,0,0,2.81001,2.6777,2.74656,3.39472,3.78208,2.80665,0,2.17396,0,0,0,0,1.99928,0,0,0,2.2783,0,0,1.92376,0,0,2.09014,0,0,0,0,2.43696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69082,2.24789,0,2.33713,2.09784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99388,0,2.13566,2.02965,0,0,1.98632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55526,2.88446,3.06643,0,0,2.42275,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03583,0,0,0,0,0,0,0,0,0,0,1.83927,1.38739,0,2.34557,1.40312,0,2.14582,2.40881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63009,2.1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76885,0,0,2.61009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03115,2.53118,0,0,0,0,2.54892,0,0,0,0,0,0,0,0,0,0,0,0,1.93769,0,0,0,0,0,0,0,0,2.53403,2.4886,2.16771,2.40535,2.306,0,2.03409,2.02721,2.07176,2.07713,0,0,0,0,0,2.36599,2.38483,2.05716,1.94349,2.36841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30864,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.13467,2.74141,0,2.42716,3.36282,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18592,1.12419,0,0,0,0,0,0,0,0,0.901277,1.2143,0.88039,1.50515,1.70615,1.24112,2.07347,2.33244,2.82547,1.85146,0,2.31952,0,0,0,2.88544,2.59173,2.41692,3.32298,2.68508,2.57542,0,0,0,1.01199,0,0.490086,1.26245,0,0,0,2.99975,1.82478,0,1.56269,0,0,2.86338,2.21643,0,0,0,2.7546,2.17241,2.32174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54165,2.73836,1.3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50288,2.19257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09108,0,0,0,0,0,0,0,0,0,0.587662,0,0,0,0,2.20303,0,0,0,0,0,0,0,0,1.13167,1.50288,0,1.62187,0,0,0,2.52044,2.40971,3.06188,0,0,2.15045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73229,0,2.94743,2.30204,2.71539,0,2.06358,0,0,0,0,0,0,0,0,0,0,0,2.51313,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70056,2.31345,0,3.13008,3.11165,0,0,0,0,0,0,0,0,0,2.53424,3.02964,2.4618,0,2.04584,0,0,0,0,0,0,0,0,2.2362,0,0,0,0,0,0,0,0,0,0,2.4622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72041,2.43595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20772,2.04689,2.55831,0,0,0,0,0,0,0,0,0,0,0
